id,name,名称,iata_code 
44484,Hatay Airport,距离哈塔伊,HTY
313850,Leitre Airport,雷特,LTF
4565,S眉leyman Demirel International Airport,S眉莱曼德米雷尔,ISE
4566,Bal谋kesir Koca Seyit Airport,巴尔谋凯西尔·科卡塞伊特,EDO
4567,Milas Bodrum International Airport,米拉斯博德鲁姆,BJV
44487,Gazipa艧a-Alanya Airport,加齐帕艧a-Alanya,GZP
4568,Samsun-脟ar艧amba Airport,萨姆森-脟应收账艧安巴,SZF
4569,Istanbul Sabiha G枚k莽en International Airport,伊斯坦布尔Sabiha G枚k莽en,SAW
317457,陌stanbul Airport,伊斯坦布尔,IST
4570,B膬l葲i International Airport,B膬我葲i,BZY
4571,Chi艧in膬u International Airport,芝加哥艧在里面膬u,KIV
313843,Lebak Rural Airport,Lebak乡村,LWA
4572,Ohrid St. Paul the Apostle Airport,奥赫里德圣保罗使徒,OHD
4573,Skopje International Airport,斯科普里,SKP
4574,Gibraltar Airport,直布罗陀,GIB
30688,Brak Airport,布拉克,BCQ
30928,Martuba Air Base,马尔图巴空军基地,DNF
31944,Misrata International Airport,米苏拉塔,MRA
32195,Ubari Airport,乌巴里,QUB
1649,Ponikve Airport,波尼克夫,UZC
4610,Belgrade Nikola Tesla Airport,贝尔格勒,BEG
42777,Berane Airport,柏林,IVG
4611,Batajnica Air Base,巴塔伊尼察空军基地,BJY
31872,Morava Airport,莫拉瓦,KVO
4612,Nis Airport,尼斯,INI
4613,Podgorica Airport / Podgorica Golubovci Airbase,波德戈里察/波德戈里察戈卢博维奇空军基地,TGD
4615,Tivat Airport,蒂瓦特,TIV
354840,Langzhong Gucheng Airport,郎中古城,LZG
4617,M. R. 艩tef谩nik Airport,米。艩聚四氟乙烯谩尼克,BTS
4618,Ko拧ice Airport,击倒取胜拧ice,KSC
31861,Lu膷enec Airport,卢膷埃内克,LUE
4620,Pie拧钮any Airport,馅饼拧钮任何,PZY
30288,Pre拧ov Air Base,之前拧ov空军基地,POV
4621,Slia膷 Airport,斯莱亚膷 ,SLD
4623,Poprad-Tatry Airport,波普拉德·塔特里,TAT
4624,沤ilina Airport,沤伊琳娜,ILZ
21739,Drummond Airport,德拉蒙德,DRU
31539,Guelmim Airport,盖尔米姆,GLN
21796,Ware Airport,威尔,UWA
302541,Mamai Airport,马迈,MAP
4626,JAGS McCartney International Airport,JAGS麦卡特尼,GDT
31887,Middle Caicos Airport,中凯科斯,MDS
4627,North Caicos Airport,北凯科斯,NCA
32159,Pine Cay Airport,派恩岛,PIC
4628,Providenciales International Airport,普罗维登夏莱斯,PLS
4629,South Caicos Airport,南凯科斯,XSC
32325,Salt Cay Airport,Salt Cay,SLX
4632,Maria Montez International Airport,玛丽亚·蒙特斯,BRX
4633,Cabo Rojo Airport,卡布罗霍,CBJ
30673,Saman谩 El Catey International Airport,萨曼谩 El Catey,AZS
29799,Constanza - Expedici贸n 14 de Junio National Airport,康斯坦扎-专家贸n 14 de Junio国家,COZ
4634,La Isabela International Airport,拉伊萨贝拉,JBQ
4635,Casa De Campo International Airport,Casa De Campo,LRM
4636,Punta Cana International Airport,蓬塔卡纳,PUJ
4637,Gregorio Luperon International Airport,格雷戈里奥·卢佩隆,POP
4638,Las Am茅ricas International Airport,拉斯维加斯茅里卡斯,SDQ
4640,Cibao International Airport,磁堡,STI
313964,M茅douneu Airport,M茅杜讷乌,MDV
21948,Loring International Airport,洛林,LIZ
319207,Melfi Airport,梅尔菲,MEF
301200,Ambohibary Airport,安博希巴里,OHB
508323,Ankokoambo Airport,安科坎博,NKO
30933,Doany Airport,多安尼,DOA
4643,Coban Airport,科班,CBV
42223,Carmelita Airport,卡梅利塔,CMM
30856,Coatepeque Airport,科特佩奎,CTF
4644,La Aurora Airport,拉奥罗拉,GUA
42226,Huehuetenango Airport,休伊特南戈,HUG
313979,Manga Airport,曼加,MGP
4645,Puerto Barrios Airport,巴里奥斯港,PBR
32170,Popt煤n Airport,流行音乐煤n,PON
30649,Quich茅 Airport,测验茅 ,AQB
30610,Quezaltenango Airport,克萨尔特南戈,AAZ
4646,Rubelsanto Airport,鲁贝尔桑托,RUV
42234,Las Vegas Airport,拉斯维加斯,LCF
4647,Retalhuleu Airport,瑞塔胡鲁,RER
4648,San Jos茅 Airport,圣何塞茅 ,GSJ
4649,Mundo Maya International Airport,蒙多玛雅,FRS
35201,Ailuk Airport,艾卢克,AIM
30661,Aur Island Airport,奥尔岛,AUL
30730,Enyu Airfield,恩玉,BII
30976,Ebadon Airport,埃巴顿,EBN
35202,Jabot Airport,雅宝特,JAT
35203,Jeh Airport,济州,JEJ
35204,Likiep Airport,利基普,LIK
31834,Lae Island Airport,莱岛,LML
31878,Maloelap Island Airport,马洛拉普岛,MAV
31913,Mejit Atoll Airport,梅吉特环礁,MJB
35205,Majkin Airport,马吉金,MJE
32015,Namorik Atoll Airport,纳莫里克环礁,NDK
32218,Rongelap Island Airport,朗格拉普岛,RNP
32447,Tinak Airport,蒂纳克,TIC
32527,Jaluit Airport,贾路易特,UIT
35206,Woja Airport,沃贾,WJA
32680,Wotje Airport,沃特杰,WTE
32681,Wotho Island Airport,Wotho岛,WTO
30625,Ahuas Airport,阿华斯,AHS
30704,Brus Laguna Airport,布鲁斯·拉古纳,BHG
30810,Catacamas Airport,卡塔卡马斯,CAA
42051,Carta Airport,卡塔,LUI
42052,Coyoles Airport,科约尔斯,CYL
42053,Cauquira Airport,考奎拉,CDD
42054,El Array谩n Airport,El阵列谩n,OAN
42070,Celaque Airport,塞拉克,GAC
42077,Iriona Airport,伊里奥纳,IRN
42081,Jicalapa Airport,吉卡拉帕,GUO
42084,Jutigalpa airport,朱蒂加尔帕,JUT
4660,Goloson International Airport,戈洛森,LCE
31811,La Esperanza Airport,拉埃斯佩兰萨,LEZ
4661,Ram贸n Villeda Morales International Airport,猛撞贸n维莱达莫拉莱斯,SAP
22013,Hooker County Airport,胡克县,MHN
4662,La Laguna Airport,拉古纳,GJA
35282,Palacios Airport,帕拉西奥斯,PCH
32153,Puerto Lempira Airport,伦皮拉港,PEU
4663,Juan Manuel G谩lvez International Airport,胡安·曼努埃尔G谩lvez,RTB
42124,Cop谩n Ruinas Airport,警察谩恩鲁纳斯,RUY
4664,Palmerola International Airport / Jos茅 Enrique Soto Cano Air Base,Palmerola/乔斯茅 恩里克·索托·卡诺空军基地,XPL
4665,Tela Airport,特拉,TEA
4666,Toncont铆n International Airport,吨cont铆n,TGU
4667,Trujillo Airport,特鲁希略,TJI
42136,Tocoa Airport,托科阿,TCF
42140,Sulaco Airport,苏拉科,SCD
32522,Utila Airport,乌提拉,UII
306957,Morehead Airport,莫尔黑德,MHY
315202,Yoro Airport,约罗,ORO
310016,Mainoru Airstrip,Mainoru空运,MIZ
314040,Moki Airport,茂木,MJJ
314043,Maganja da Costa Airport,马甘加达科斯塔,MJS
4679,Ian Fleming International Airport,伊恩·弗莱明,OCJ
4680,Norman Manley International Airport,诺曼曼利,KIN
4681,Sangster International Airport,桑斯特,MBJ
4682,Ken Jones Airport,肯·琼斯,POT
302540,Malekolon Airport,马列科隆,MKN
32020,Negril Airport,内格里尔,NEG
4683,Tinson Pen Airport,廷森彭,KTP
31910,Mili Island Airport,米利岛,MIJ
302535,Malalaua Airport,马拉劳阿,MLQ
42457,Hinthada Airport,欣哈达,HEB
4913,Cupul Airport,库普尔,TZM
4688,Aeropuerto Internacional Juan N. 脕lvarez,胡安。脕阿尔瓦雷斯,ACA
4690,Del Norte International Airport,德尔诺特,NTR
4691,Governor Jes煤s Ter谩n Peredo International Airport,州长Jes煤s Ter公司谩佩雷多,AGU
4692,Bah铆as de Huatulco International Airport,巴哈铆as de Huatulco,HUX
29753,Cananea National Airport,卡纳尼亚国家,CNA
4693,Cuernavaca - General Mariano Matamoros Airport,库埃纳瓦卡-马里亚诺·马塔莫罗斯将军,CVJ
43060,Ciudad Acu帽a New International Airport,阿库城帽一个新的,ACN
4694,Ciudad del Carmen International Airport,卡门城,CME
4695,Nuevo Casas Grandes Municipal Airport,新卡萨格兰德斯市政,NCG
4697,Bachigualato Federal International Airport,巴奇加拉托联邦,CUL
4698,Chetumal International Airport,切图马尔,CTM
4699,Ciudad Obreg贸n International Airport,奥布雷格城贸n,CEN
29796,San Antonio Copalar Airport,圣安东尼奥科帕拉尔,CJT
4700,Ingeniero Alberto Acu帽a Ongay International Airport,Ingeniero Alberto Acu公司帽昂盖,CPE
4701,Abraham Gonz谩lez International Airport,亚伯拉罕·冈兹谩利兹,CJS
4702,Chichen Itza International Airport,奇琴伊察,CZA
4703,General Roberto Fierro Villalobos International Airport,Roberto Fierro Villalobos将军,CUU
4704,General Pedro Jose Mendez International Airport,佩德罗·何塞·门德斯将军,CVM
4705,Captain Rogelio Castillo National Airport,罗杰利奥·卡斯蒂略国家机长,CYW
4706,Aeropuerto Internacional de Cozumel,科苏梅尔,CZM
30860,Ciudad Constituci贸n National Airport,城市选区贸n国家,CUA
29788,Ciudad Mante National Airport,曼特城国家,MMC
4707,"Aeropuerto Internacional Gral, Guadalupe Victoria",维多利亚瓜达卢佩,DGO
4708,Amado Nervo National Airport,阿马多·内尔沃国家,TPQ
4709,Ensenada International Airport / El Cipres Air Base,恩塞纳达/埃尔西普里斯空军基地,ESE
4710,Aeropuerto Internacional Miguel Hidalgo,米格尔·伊达尔戈,GDL
4711,General Jos茅 Mar铆a Y谩帽ez International Airport,Jos将军茅 三月铆一个Y谩帽ez,GYM
31554,Guerrero Negro Airport,格雷罗-内格罗,GUB
4712,Tehuacan Airport,特瓦坎,TCN
4713,General Ignacio P. Garcia International Airport,伊格纳西奥·P·加西亚将军,HMO
4714,Licenciado Miguel de la Madrid Airport,马德里米格尔执照,CLQ
4715,Isla Mujeres Airport,Isla Mujeres,ISJ
4716,Plan De Guadalupe International Airport,瓜达卢佩规划,SLW
4717,Ixtepec Airport,伊克斯特佩克,IZT
4718,El Lencero Airport,El Lencero,JAL
4719,Aeropuerto Nacional Jorge Jim茅nez Cant煤,国家航空公司Jorge Jim茅内兹-坎特煤,AZP
4720,L谩zaro C谩rdenas Airport,L谩扎罗C谩rdenas,LZC
4721,Valle del Fuerte International Airport,富尔特山谷,LMM
4722,Aeropuerto Internacional Del Baj铆o,巴西铆哦,BJX
4723,Manuel M谩rquez de Le贸n International Airport,曼努埃尔M谩勒奎兹贸n,LAP
4724,Loreto International Airport,洛雷托,LTO
4725,General Servando Canales International Airport,塞尔万多·卡纳莱斯将军,MAM
4726,Aeropuerto Internacional Manuel Crescencio Rej贸n,Manuel Crescencio Rej贸n,MID
31967,Mulege Airport,穆列格,MUG
4727,General Rodolfo S谩nchez Taboada International Airport,鲁道夫·S将军谩桑切斯-塔博达,MXL
4728,General Francisco J. Mujica International Airport,弗朗西斯科·穆希卡将军,MLM
4729,Minatitl谩n/Coatzacoalcos International Airport,米那提尔谩n/夸察夸尔科斯,MTT
4730,Monclova International Airport,蒙克洛瓦,LOV
4731,Aeropuerto Internacional Lic. Benito Ju谩rez,国际航空公司Benito Ju谩雷斯,MEX
4732,Aeropuerto Internacional Gral. Mariano Escobedo,。马里亚诺·埃斯科贝多,MTY
4733,Aeropuerto Internacional Gral. Rafael Buelna,。拉斐尔·布尔纳,MZT
4734,Nogales International Airport,诺加莱斯,NOG
4735,Quetzalc贸atl International Airport,魁北克省贸阿特尔,NLD
4736,Xoxocotl谩n International Airport,Xoxocotl公司谩n,OAX
4737,El Taj铆n National Airport,El Taj酒店铆n国家,PAZ
4738,Hermanos Serd谩n International Airport,赫尔曼诺斯·瑟德谩n,PBC
4741,Piedras Negras International Airport,皮德拉斯·内格拉斯,PDS
308382,Punta Colorada Airport,蓬塔科罗拉多,PCO
4742,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,乌拉圭-Ignacio Lopez Rayon将军,UPN
4744,Palenque International Airport,帕伦克,PQM
4745,Aeropuerto Internacional Lic. Gustavo D铆az Ordaz,古斯塔沃铆az奥达斯,PVR
4746,Puerto Escondido International Airport,埃斯孔迪多港,PXM
4747,Quer茅taro Intercontinental Airport,查询茅塔罗洲际,QRO
4748,General Lucio Blanco International Airport,卢西奥·布兰科将军,REX
4750,Aeropuerto Internacional de Los Cabos,洛斯卡沃斯,SJD
4751,San Felipe International Airport,圣菲利佩,SFH
31923,General Felipe 脕ngeles International Airport,费利佩将军脕安吉尔斯,NLU
4752,Ponciano Arriaga International Airport,蓬西亚诺·阿里亚加,SLP
4755,Francisco Sarabia Tinoco International Airport,弗朗西斯科萨拉比亚蒂诺科,TRC
43048,Angel Albino Corzo International Airport,安吉尔·阿尔比诺·科佐,TGZ
4757,Aeropuerto Internacional Gral. Abelardo Rodriguez,。阿贝拉多·罗德里格斯,TIJ
4758,General Francisco Javier Mina International Airport,弗朗西斯科·哈维尔·米纳将军,TAM
4759,Tamuin Airport,Tamuin,TSL
4760,Aeropuerto Internacional Adolfo L贸pez Mateos,阿道福贸佩兹·马特奥斯,TLC
4761,Tapachula International Airport,塔帕丘拉,TAP
4762,Aeropuerto Internacional de Canc煤n,国际癌症煤n,CUN
302214,Mal Airport,马尔,MMV
4763,Carlos Rovirosa P茅rez International Airport,卡洛斯·罗维罗萨P茅雷斯,VSA
4764,General Heriberto Jara International Airport,Heriberto Jara将军,VER
4765,General Leobardo C. Ruiz International Airport,Leobardo C.Ruiz将军,ZCL
4766,Ixtapa Zihuatanejo International Airport,Ixtapa Zihuatanejo,ZIH
4767,Zamora Airport,萨莫拉,ZMM
4768,Playa De Oro International Airport,普拉亚德奥罗,ZLO
31983,Mandalgobi Airport,曼德尔戈比,MXW
4770,Bluefields Airport,蓝田,BEF
30809,San Pedro Airport,圣佩德罗,BZA
316239,Costa Esmeralda Airport,Costa Esmeralda,ECI
42164,Corn Island Airport,玉米岛,RNI
4774,Augusto C. Sandino (Managua) International Airport,奥古斯托·桑蒂诺（马那瓜）,MGA
4776,Puerto Cabezas Airport,卡贝萨斯港,PUZ
31930,Rosita Airport,罗西塔,RFS
42180,San Carlos Airport,圣卡洛斯,NCR
42163,Siuna,锡纳,SIU
32676,Waspam Airport,瓦斯帕姆,WSP
330319,Maleo Airport,马莱奥,MOH
22304,Moses Point Airport,摩西角,MOS
4786,Bocas del Toro International Airport,博卡斯德尔托罗,BOC
4787,Alonso Valderrama Airport,Alonso Valderrama,CTD
4788,Changuinola Captain Manuel Ni帽o International Airport,Changuinola船长Manuel Ni帽o,CHX
4789,Enrique Malek International Airport,恩里克·马雷克,DAV
4790,Enrique Adolfo Jimenez Airport,恩里克·阿道夫·希门尼斯,ONX
302532,Makini Airport,Makini,MPG
30768,Panam谩 Pac铆fico International Airport,巴拿马型谩 派克靴铆菲科,BLB
316555,Mamitupu Airport,马米图普,MPI
31937,Jaqu茅 Airport,贾库茅 ,JQE
4791,Marcos A. Gelabert International Airport,马科斯·A·盖拉伯特,PAC
42197,Puerto Obald铆a Airport,奥博尔德港铆a,PUE
346878,Capt. J. Montenegro Airport,黑山上尉,PDM
31940,Scarlett Martinez International Airport,斯嘉丽·马丁内斯,RIH
4792,Ruben Cantu Airport,鲁本·坎图,SYP
4793,Tocumen International Airport,托库门,PTY
302531,Mapua(Mabua) Airport,马普阿（马布阿）,MPU
42187,El Porvenir Airport,El Porvenir,PVE
32008,San Blas Airport,圣布拉斯,NBL
306954,Miyanmin Airport,宫山民,MPX
302536,Malam Airport,马拉姆,MQO
41925,La Fortuna Arenal Airport,拉福图纳阿雷纳尔,FON
4795,Aerotortuguero Airport,Aerotortugero,TTQ
4796,Buenos Aires Airport,布宜诺斯艾利斯,BAI
4797,Barra del Colorado Airport,巴拉德尔科罗拉多,BCL
4798,Coto 47 Airport,科托47,OTR
4799,Chacarita Airport,查卡里塔,JAP
32210,Playa Samara/Carrillo Airport,普拉亚萨马拉/卡里略,PLD
31945,Drake Bay Airport,德雷克湾,DRK
41946,Flamingo Airport,火烈鸟,FMG
4804,Golfito Airport,戈尔菲托,GLF
4805,Guapiles Airport,瓜皮尔斯,GPL
32147,Islita Airport,伊斯利塔,PBP
4806,Guanacaste Airport,瓜纳卡斯特,LIR
4807,Los Chiles Airport,洛斯奇尔斯,LSL
4808,Limon International Airport,利蒙,LIO
41971,Mojica Airport,莫吉卡,CSC
32012,Guanacaste Airport,瓜纳卡斯特,NCT
4809,Nosara Airport,诺萨拉,NOB
4810,Juan Santamar铆a International Airport,胡安·桑塔马尔铆a,SJO
32160,Puerto Jimenez Airport,希门尼斯港,PJM
4812,Palmar Sur Airport,南帕尔马,PMZ
4813,Tob铆as Bola帽os International Airport,托布铆作为Bola帽奥斯,SYQ
4814,Quepos Managua Airport,马那瓜,XQP
41980,Rio Frio / Progreso Airport,里约弗里奥/普罗格雷索,RFR
41990,San Isidro del General Airport,圣伊西德罗通用,IPZ
4816,San Vito De Java Airport,圣维托-德爪哇,TOO
331085,Moroak Airport,莫罗克,MRT
41999,Tamarindo Airport,塔玛林多,TNO
42000,Tambor Airport,坦博尔,TMU
4817,Upala Airport,乌帕拉,UPL
314139,Marigot Seaplane Base,马里格特水上飞机基地,MSB
4820,Monse帽or 脫scar Arnulfo Romero International Airport,蒙斯帽或脫scar Arnulfo Romero,SAL
4821,Ilopango International Airport,伊洛潘戈,ILS
4822,Les Cayes Airport,莱凯,CYA
4823,Cap Haitien International Airport,海地角,CAP
22495,Metro Field,Metro油田,MTX
4824,Jacmel Airport,雅克梅勒,JAK
31696,J茅r茅mie Airport,J茅r茅迈阿密,JEE
4825,Toussaint Louverture International Airport,杜桑卢维都,PAP
32146,Port-de-Paix Airport,派克斯港,PAX
31963,Montepuez Airport,蒙特普埃兹,MTU
4826,Gustavo Rizo Airport,古斯塔沃·里佐,BCA
4827,Las Brujas Airport,拉斯·布鲁哈斯,BWW
4828,Carlos Manuel de Cespedes Airport,卡洛斯·曼努埃尔·德·塞斯佩德斯,BYM
4829,Maximo Gomez Airport,马克西莫·戈麦斯,AVI
4831,Jardines Del Rey Airport,Jardines Del Rey,CCC
4832,Jaime Gonzalez Airport,詹姆·冈萨雷斯,CFG
4833,Vilo Acu帽a International Airport,维拉阿库帽a,CYO
4834,Ignacio Agramonte International Airport,伊格纳西奥·阿格拉蒙特,CMW
4835,Antonio Maceo International Airport,安东尼奥·马切奥,SCU
4837,Leeward Point Field,背风点场,NBW
4838,Mariana Grajales Airport,Mariana Grajales,GAO
4839,Jos茅 Mart铆 International Airport,乔斯茅 市场铆 ,HAV
4840,Frank Pais International Airport,弗兰克·派斯,HOG
4841,Kawama Airport,川间,VRO
4843,La Coloma Airport,拉科洛马,LCL
42277,Alfredo Noa D铆az Airport,阿尔弗雷多·诺阿D铆az,UMA
31914,Mayajigua Airport,马亚吉瓜,MJG
4846,Orestes Acosta Airport,Orestes Acosta,MOA
4847,Sierra Maestra International Airport,塞拉马埃斯特拉,MZO
31664,Nicaro Airport,尼科罗,ICR
4849,Rafael Cabrera Airport,拉斐尔·卡布雷拉,GER
4851,Playa Baracoa Airport,普拉亚巴拉科阿,UPB
4854,Abel Santamaria Airport,阿贝尔圣玛丽亚,SNU
32336,San Juli谩n Air Base,圣胡里谩n空军基地,SNJ
4856,Siguanea Airport,锡瓜尼亚,SZJ
4857,Sancti Spiritus Airport,圣斯皮里图斯,USS
4858,Alberto Delgado Airport,阿尔贝托·德尔加多,TND
4859,Juan Gualberto Gomez International Airport,胡安·瓜尔贝托·戈麦斯,VRA
4860,Hermanos Ameijeiras Airport,Hermanos Ameijeiras,VTU
4861,Charles Kirkconnell International Airport,查尔斯·柯克康奈尔,CYB
31977,Edward Bodden Little Cayman Airfield,爱德华·博登小开曼,LYB
4862,Owen Roberts International Airport,欧文·罗伯茨,GCM
314230,Motswari Airport,莫茨瓦里,MWR
352358,Mussau Airport,穆萨乌,MWU
30631,Punta Abreojos Airport,Punta Abreojos,AJS
30671,Apatzing谩n - Pablo L. Sidar Airport,模仿谩n-巴勃罗·L·西达尔,AZG
32148,Playa del Carmen Airport,普拉亚卡门,PCM
32149,Punta Chivato Airport,蓬塔奇瓦托,PCV
32274,Salina Cruz Naval Air Station,Salina Cruz海军航空站,SCX
32291,San Ignacio Airport,圣伊格纳西奥,SGM
32483,Tulum Naval Air Station,图卢姆海军航空站,TUY
32494,San Luis R铆o Colorado Airport,圣路易斯R铆o科罗拉多,UAC
32690,脕lamos Airport,脕拉莫斯,XAL
321994,Monticello Airport,蒙蒂塞洛,MXC
306955,Mindik Airport,明迪克,MXK
41315,Sungai Tekai Airport,德凯Sungai,GTK
35208,Long Banga Airport,隆班加,LBP
41317,Long Lama Airport,龙喇嘛,LLM
41318,Mostyn Airport,莫斯廷,MZS
41320,Sipitang Airport,四陂塘,SPT
4924,Clarence A. Bain Airport,克拉伦斯·A·贝恩,MAY
4925,Andros Town Airport,安德罗斯镇,ASD
4926,Congo Town Airport,刚果城,TZN
4927,Leonard M Thompson International Airport,伦纳德M汤普森,MHH
4928,San Andros Airport,圣安德罗斯,SAQ
4929,Spring Point Airport,斯普林角,AXP
4931,Treasure Cay Airport,珍宝岛,TCB
29641,Walkers Cay Airport,Walkers Cay,WKR
4933,Chub Cay Airport,Chub Cay,CCZ
4934,Great Harbour Cay Airport,Great Harbour Cay,GHC
4935,South Bimini Airport,南比米尼,BIM
4936,Arthur's Town Airport,亚瑟镇,ATC
4937,New Bight Airport,新怀特,TBI
30866,Cat Cay Airport,Cat Cay,CXY
4938,Colonel Hill Airport,希尔上校,CRI
32181,Pitts Town Airport,皮茨镇,PWN
4939,Exuma International Airport,埃克苏马,GGT
4941,North Eleuthera Airport,北埃柳塞拉,ELH
4942,Governor's Harbour Airport,总督海港,GHB
4943,Normans Cay Airport,诺曼斯岛,NMC
4944,Rock Sound Airport,洛克桑德,RSD
4945,Staniel Cay Airport,斯坦尼尔岛,TYM
4946,Grand Bahama International Airport,巴哈马,FPO
32679,West End Airport,伦敦西区,WTD
4947,Inagua Airport,伊那瓜,IGA
22655,May Creek Airport,梅溪,MYK
4948,Deadman's Cay Airport,Deadman's Cay,LGI
4949,Stella Maris Airport,斯特拉马里斯,SML
4950,Mayaguana Airport,马亚古纳,MYG
4951,Lynden Pindling International Airport,林登·平德林,NAS
4952,Duncan Town Airport,邓肯镇,DCT
4953,Rum Cay Airport,朗凯,RCY
314051,Moyale Airport,莫亚勒,MYS
4954,San Salvador Airport,圣萨尔瓦多,ZSA
306956,Menyamya Airport,Menyamya,MYX
27304,Paradise Island Airport,天堂岛,NTC
318852,Ibo Airport,伊博,IBO
32441,Chokw茅 Airport,扼流圈茅 ,TGS
4956,Philip S. W. Goldson International Airport,菲利普·S·W·戈德森,BZE
309571,Manatee Airport,马纳蒂,MZE
325351,San Ignacio Town (Maya Flats) Airstrip,圣伊格纳西奥镇（玛雅公寓）空中旅行,CYD
4655,Ine Airport,伊内,IMI
29549,Bagani Airport,巴格尼,BQI
300544,Changbaishan Airport,长白山,NBS
4957,Aitutaki Airport,艾图塔基,AIT
30629,Enua Airport,埃努阿,AIU
31900,Mangaia Island Airport,曼加亚岛,MGS
31907,Manihiki Island Airport,曼尼希基岛,MHX
31968,Mauke Airport,毛克,MUK
31933,Mitiaro Island Airport,米蒂亚罗岛,MOI
316695,Pukapuka Island Airport,普卡普卡岛,PZK
32184,Tongareva Airport,通加列瓦,PYE
4958,Rarotonga International Airport,拉罗汤加,RAR
306967,Namudi Airport,那慕迪,NDI
302538,Nadunumu Airport,纳杜努穆,NDN
22954,Browns Airport,布朗,EPG
31662,Cicia Airport,Cicia,ICI
312330,Castaway Island Seaplane Base,漂流岛飞机基地,CST
4959,Nadi International Airport,楠迪,NAN
32176,Malolo Lailai Island Airport,马洛洛莱岛,PTF
313476,Rabi Island Airport,拉比岛,RBI
31738,Vunisea Airport,武尼西亚,KDV
31926,Mana Island Airport,马纳岛,MNF
31895,Moala Airport,莫阿拉,MFJ
4960,Nausori International Airport,瑙索里,SUV
31810,Levuka Airfield,莱武卡,LEV
32026,Ngau Airport,Ngau,NGI
31860,Laucala Island Airport,劳卡拉岛,LUC
31829,Lakeba Island Airport,Lakeba岛,LKB
4961,Labasa Airport,拉巴萨,LBS
32485,Matei Airport,马泰,TVU
31789,Koro Island Airport,科罗岛,KXF
32233,Rotuma Airport,罗图马,RTA
32397,Savusavu Airport,萨武萨武,SVU
31719,Wakaya Island Airport,Wakaya岛,KAY
32113,Ono-i-Lau Airport,Ono-i-Lau,ONU
32717,Yasawa Island Airport,八泽岛,YAS
31024,Kaufana Airport,考法纳,EUA
4962,Fua'amotu International Airport,富阿莫图,TBU
4963,Lifuka Island Airport,利富卡岛,HPA
32024,Mata'aho Airport,马塔阿霍,NFO
32052,Kuini Lavenia Airport,Kuini Lavenia,NTT
4964,Vava'u International Airport,瓦乌,VAV
315187,Turtle Island Seaplane Base,海龟岛飞机基地,TTL
35321,Vanua Balavu Airport,瓦努阿·巴拉武,VBV
32600,Vatulele Airport,瓦图勒,VTF
44578,Gombe Lawanti International Airport,贡贝-拉万蒂,GMO
300565,Port Harcourt City Airport / Port Harcourt Air Force Base,哈科特港城市/哈科特港空军基地,PHG
32192,Warri Airport,瓦里,QRW
30611,Abaiang Airport,阿保江,ABF
30696,Beru Airport,贝鲁,BEZ
44571,Funafuti International Airport,富纳富提,FUN
31784,Kuria Airport,库里亚,KUC
31928,Maiana Airport,马亚纳,MNK
32000,Marakei Airport,马拉凯,MZK
31962,Makin Island Airport,马金岛,MTK
32029,Nikunau Airport,尼库瑙,NIG
32120,Onotoa Airport,奥诺托阿,OOT
4972,Bonriki International Airport,邦里基,TRW
30619,Abemama Airport,阿贝玛,AEA
4973,Tabiteuea North Airport,塔比泰埃阿北部,TBF
32464,Tamana Island Airport,塔马纳岛,TMN
32043,Nonouti Airport,诺努蒂,NON
30628,Arorae Island Airport,阿罗雷岛,AIS
32479,Tabiteuea South Airport,塔比泰埃阿南,TSU
30681,Butaritari Airport,布塔里塔里,BBG
30607,Aranuka Airport,阿拉努卡,AAK
331741,Niokolo-Koba Airport,奈奥科洛·科巴,NIK
4974,Niue International Airport,纽埃,IUE
344104,Nenjiang Melgen Airport,嫩江梅尔根,NJJ
311151,Sinak Airport,锡纳克,NKD
316547,Ninglang Luguhu Airport,宁廊泸沽湖,NLH
31215,Pointe Vele Airport,Pointe Vele,FUT
4975,Hihifo Airport,Hihifo,WLS
23301,Industrial Airpark,工业航空园区,HBB
316556,Nangade Airport,南迦德,NND
306971,Nomad River Airport,Nomad River,NOM
308248,Naoro Airport,直罗,NOO
312744,Nipa Airport,尼帕,NPG
316557,Newry Airport,纽瑞,NRY
32097,Ofu Airport,奥福,OFU
30608,Asau Airport,阿绍,AAU
4976,Faleolo International Airport,法莱奥洛,APW
4977,Fitiuta Airport,菲蒂乌塔,FTI
35173,Maota Airport,毛塔,MXS
4978,Pago Pago International Airport,帕果帕果,PPG
4979,Faa'a International Airport,法阿,PPT
309518,Rimatara Airport,里马塔拉,RMT
4980,Rurutu Airport,鲁鲁图,RUR
4981,Tubuai Airport,图怀,TUB
4982,Raivavae Airport,Raivavae,RVV
4983,Anaa Airport,阿纳亚,AAA
4984,Fangatau Airport,方加陶,FGU
4985,Tikehau Airport,提克豪,TIH
30648,Apataki Airport,阿帕塔基,APK
4986,Reao Airport,雷奥,REA
4987,Fakarava Airport,法卡拉瓦,FAV
31577,Hikueru Airport,Hikueru,HHZ
4988,Manihi Airport,曼尼希,XMH
4989,Totegegie Airport,托特吉,GMR
4990,Kaukura Airport,镰仓,KKR
4991,Makemo Airport,马克莫,MKP
32005,Napuka Island Airport,纳普卡岛,NAU
32456,Tatakoto Airport,大同,TKV
4992,Puka Puka Airport,普卡普卡,PKP
32177,Pukaruha Airport,普卡鲁哈,PUK
4993,Takapoto Airport,高波渡,TKP
